IMG-20230401-WA0225.jpg, Time: 0.03s, Before: 0.2514352798461914 MB, After: 0.2514352798461914 MB, Compression: 0.00%
IMG-20230401-WA0226.jpg, Time: 0.04s, Before: 0.4608125686645508 MB, After: 0.4412050247192383 MB, Compression: 4.25%
IMG-20230401-WA0227.jpg, Time: 0.04s, Before: 0.46958446502685547 MB, After: 0.44945621490478516 MB, Compression: 4.29%
IMG-20230401-WA0229.jpg, Time: 0.03s, Before: 0.48779869079589844 MB, After: 0.46492481231689453 MB, Compression: 4.69%
IMG-20230401-WA0230.jpg, Time: 0.03s, Before: 0.4743976593017578 MB, After: 0.4743976593017578 MB, Compression: 0.00%
IMG-20230401-WA0231.jpg, Time: 0.03s, Before: 0.4339628219604492 MB, After: 0.4339628219604492 MB, Compression: 0.00%
IMG-20230401-WA0232.jpg, Time: 0.04s, Before: 0.5101041793823242 MB, After: 0.4836082458496094 MB, Compression: 5.19%
IMG-20230401-WA0233.jpg, Time: 0.02s, Before: 0.3571033477783203 MB, After: 0.3571033477783203 MB, Compression: 0.00%
IMG-20230401-WA0234.jpg, Time: 0.02s, Before: 0.3600940704345703 MB, After: 0.3600940704345703 MB, Compression: 0.00%
IMG-20230401-WA0235.jpg, Time: 0.02s, Before: 0.34479713439941406 MB, After: 0.34479713439941406 MB, Compression: 0.00%
IMG-20230401-WA0236.jpg, Time: 0.03s, Before: 0.5504570007324219 MB, After: 0.5500431060791016 MB, Compression: 0.08%
IMG-20230401-WA0237.jpg, Time: 0.03s, Before: 0.6168622970581055 MB, After: 0.5871419906616211 MB, Compression: 4.82%
IMG-20230401-WA0238.jpg, Time: 0.03s, Before: 0.5672607421875 MB, After: 0.5672607421875 MB, Compression: 0.00%
IMG-20230401-WA0239.jpg, Time: 0.03s, Before: 0.5677738189697266 MB, After: 0.5677738189697266 MB, Compression: 0.00%
IMG-20230401-WA0240.jpg, Time: 0.02s, Before: 0.34488582611083984 MB, After: 0.34488582611083984 MB, Compression: 0.00%
IMG-20230401-WA0242.jpg, Time: 0.02s, Before: 0.22425460815429688 MB, After: 0.21273136138916016 MB, Compression: 5.14%
IMG-20230401-WA0244.jpg, Time: 0.02s, Before: 0.13244342803955078 MB, After: 0.13244342803955078 MB, Compression: 0.00%
IMG-20230401-WA0246.jpg, Time: 0.03s, Before: 0.2895936965942383 MB, After: 0.26895618438720703 MB, Compression: 7.13%
IMG-20230401-WA0247.jpg, Time: 0.02s, Before: 0.34567928314208984 MB, After: 0.34567928314208984 MB, Compression: 0.00%
IMG-20230401-WA0248.jpg, Time: 0.02s, Before: 0.31978416442871094 MB, After: 0.31978416442871094 MB, Compression: 0.00%
IMG-20230401-WA0249.jpg, Time: 0.02s, Before: 0.33260440826416016 MB, After: 0.33260440826416016 MB, Compression: 0.00%
IMG-20230401-WA0250.jpg, Time: 0.04s, Before: 0.4423255920410156 MB, After: 0.42281341552734375 MB, Compression: 4.41%
IMG-20230401-WA0251.jpg, Time: 0.04s, Before: 0.4439659118652344 MB, After: 0.4250030517578125 MB, Compression: 4.27%
IMG-20230401-WA0252.jpg, Time: 0.03s, Before: 0.4281940460205078 MB, After: 0.4181699752807617 MB, Compression: 2.34%
IMG-20230401-WA0253.jpg, Time: 0.03s, Before: 0.442779541015625 MB, After: 0.4266195297241211 MB, Compression: 3.65%
IMG-20230401-WA0254.jpg, Time: 0.04s, Before: 0.4312458038330078 MB, After: 0.407928466796875 MB, Compression: 5.41%
IMG-20230401-WA0255.jpg, Time: 0.04s, Before: 0.42789745330810547 MB, After: 0.40394115447998047 MB, Compression: 5.60%
IMG-20230401-WA0256.jpg, Time: 0.04s, Before: 0.4281806945800781 MB, After: 0.40480518341064453 MB, Compression: 5.46%
IMG-20230401-WA0257.jpg, Time: 0.02s, Before: 0.38682079315185547 MB, After: 0.3653411865234375 MB, Compression: 5.55%
IMG-20230401-WA0258.jpg, Time: 0.03s, Before: 0.3547191619873047 MB, After: 0.34523487091064453 MB, Compression: 2.67%
IMG-20230401-WA0259.jpg, Time: 0.03s, Before: 0.39904022216796875 MB, After: 0.37799739837646484 MB, Compression: 5.27%
IMG-20230401-WA0260.jpg, Time: 0.03s, Before: 0.40744781494140625 MB, After: 0.3854532241821289 MB, Compression: 5.40%
IMG-20230401-WA0261.jpg, Time: 0.02s, Before: 0.36171531677246094 MB, After: 0.3514547348022461 MB, Compression: 2.84%
IMG-20230401-WA0262.jpg, Time: 0.03s, Before: 0.38372039794921875 MB, After: 0.3624534606933594 MB, Compression: 5.54%
IMG-20230401-WA0263.jpg, Time: 0.03s, Before: 0.3922100067138672 MB, After: 0.3896522521972656 MB, Compression: 0.65%
IMG-20230401-WA0264.jpg, Time: 0.04s, Before: 0.43675899505615234 MB, After: 0.4074125289916992 MB, Compression: 6.72%
IMG-20230401-WA0265.jpg, Time: 0.04s, Before: 0.42351531982421875 MB, After: 0.39269542694091797 MB, Compression: 7.28%
IMG-20230401-WA0266.jpg, Time: 0.04s, Before: 0.4067516326904297 MB, After: 0.3742790222167969 MB, Compression: 7.98%
IMG-20230401-WA0267.jpg, Time: 0.04s, Before: 0.4301033020019531 MB, After: 0.3970928192138672 MB, Compression: 7.68%
IMG-20230401-WA0268.jpg, Time: 0.04s, Before: 0.40454673767089844 MB, After: 0.37102794647216797 MB, Compression: 8.29%
IMG-20230401-WA0269.jpg, Time: 0.04s, Before: 0.4544687271118164 MB, After: 0.42729854583740234 MB, Compression: 5.98%
IMG-20230401-WA0270.jpg, Time: 0.10s, Before: 0.4297914505004883 MB, After: 0.40213680267333984 MB, Compression: 6.43%
IMG-20230401-WA0271.jpg, Time: 0.04s, Before: 0.4043598175048828 MB, After: 0.3805818557739258 MB, Compression: 5.88%
IMG-20230401-WA0272.jpg, Time: 0.04s, Before: 0.4067716598510742 MB, After: 0.37951183319091797 MB, Compression: 6.70%
IMG-20230401-WA0273.jpg, Time: 0.04s, Before: 0.45049190521240234 MB, After: 0.4223194122314453 MB, Compression: 6.25%
IMG-20230401-WA0274.jpg, Time: 0.04s, Before: 0.46808910369873047 MB, After: 0.4389810562133789 MB, Compression: 6.22%
IMG-20230401-WA0275.jpg, Time: 0.04s, Before: 0.4186840057373047 MB, After: 0.3907203674316406 MB, Compression: 6.68%
IMG-20230401-WA0276.jpg, Time: 0.03s, Before: 0.4956321716308594 MB, After: 0.49271106719970703 MB, Compression: 0.59%
IMG-20230401-WA0277.jpg, Time: 0.03s, Before: 0.4445981979370117 MB, After: 0.44301700592041016 MB, Compression: 0.36%
IMG-20230401-WA0278.jpg, Time: 0.08s, Before: 0.43216609954833984 MB, After: 0.43216609954833984 MB, Compression: 0.00%
IMG-20230401-WA0279.jpg, Time: 0.02s, Before: 0.3711128234863281 MB, After: 0.34154510498046875 MB, Compression: 7.97%
IMG-20230401-WA0280.jpg, Time: 0.02s, Before: 0.3714618682861328 MB, After: 0.3714618682861328 MB, Compression: 0.00%
IMG-20230401-WA0281.jpg, Time: 0.02s, Before: 0.3664226531982422 MB, After: 0.3664226531982422 MB, Compression: 0.00%
IMG-20230401-WA0282.jpg, Time: 0.02s, Before: 0.35643672943115234 MB, After: 0.35643672943115234 MB, Compression: 0.00%
IMG-20230401-WA0283.jpg, Time: 0.02s, Before: 0.3186321258544922 MB, After: 0.3186321258544922 MB, Compression: 0.00%
IMG-20230401-WA0284.jpg, Time: 0.02s, Before: 0.3058929443359375 MB, After: 0.3058929443359375 MB, Compression: 0.00%
IMG-20230401-WA0285.jpg, Time: 0.02s, Before: 0.3675661087036133 MB, After: 0.3675661087036133 MB, Compression: 0.00%
IMG-20230401-WA0286.jpg, Time: 0.02s, Before: 0.37053775787353516 MB, After: 0.37053775787353516 MB, Compression: 0.00%
IMG-20230401-WA0287.jpg, Time: 0.02s, Before: 0.3318338394165039 MB, After: 0.3318338394165039 MB, Compression: 0.00%
IMG-20230401-WA0288.jpg, Time: 0.02s, Before: 0.37194061279296875 MB, After: 0.37194061279296875 MB, Compression: 0.00%
IMG-20230401-WA0289.jpg, Time: 0.03s, Before: 0.43979358673095703 MB, After: 0.4367637634277344 MB, Compression: 0.69%
IMG-20230401-WA0290.jpg, Time: 0.02s, Before: 0.31815433502197266 MB, After: 0.31815433502197266 MB, Compression: 0.00%
IMG-20230401-WA0291.jpg, Time: 0.02s, Before: 0.41934967041015625 MB, After: 0.4167327880859375 MB, Compression: 0.62%
IMG-20230401-WA0292.jpg, Time: 0.02s, Before: 0.2890939712524414 MB, After: 0.27605533599853516 MB, Compression: 4.51%
IMG-20230401-WA0293.jpg, Time: 0.04s, Before: 0.39554786682128906 MB, After: 0.36951637268066406 MB, Compression: 6.58%
IMG-20230401-WA0294.jpg, Time: 0.02s, Before: 0.2864646911621094 MB, After: 0.2723579406738281 MB, Compression: 4.92%
IMG-20230401-WA0295.jpg, Time: 0.03s, Before: 0.3853492736816406 MB, After: 0.3554401397705078 MB, Compression: 7.76%
IMG-20230401-WA0296.jpg, Time: 0.04s, Before: 0.3390684127807617 MB, After: 0.3150806427001953 MB, Compression: 7.07%
IMG-20230401-WA0297.jpg, Time: 0.04s, Before: 0.3107585906982422 MB, After: 0.28966712951660156 MB, Compression: 6.79%
IMG-20230401-WA0298.jpg, Time: 0.04s, Before: 0.3899211883544922 MB, After: 0.3670520782470703 MB, Compression: 5.87%
IMG-20230401-WA0300.jpg, Time: 0.04s, Before: 0.43314647674560547 MB, After: 0.4071187973022461 MB, Compression: 6.01%
IMG-20230401-WA0301.jpg, Time: 0.02s, Before: 0.25029850006103516 MB, After: 0.2383127212524414 MB, Compression: 4.79%
IMG-20230401-WA0302.jpg, Time: 0.04s, Before: 0.40479373931884766 MB, After: 0.38335704803466797 MB, Compression: 5.30%
IMG-20230401-WA0304.jpg, Time: 0.03s, Before: 0.38924503326416016 MB, After: 0.38924503326416016 MB, Compression: 0.00%
IMG-20230401-WA0305.jpg, Time: 0.03s, Before: 0.4025993347167969 MB, After: 0.4025993347167969 MB, Compression: 0.00%
IMG-20230401-WA0306.jpg, Time: 0.03s, Before: 0.4067678451538086 MB, After: 0.4067678451538086 MB, Compression: 0.00%
IMG-20230401-WA0307.jpg, Time: 0.03s, Before: 0.4834280014038086 MB, After: 0.4664583206176758 MB, Compression: 3.51%
IMG-20230401-WA0308.jpg, Time: 0.03s, Before: 0.46634864807128906 MB, After: 0.44455432891845703 MB, Compression: 4.67%
IMG-20230401-WA0309.jpg, Time: 0.03s, Before: 0.4018077850341797 MB, After: 0.4018077850341797 MB, Compression: 0.00%
IMG-20230401-WA0310.jpg, Time: 0.03s, Before: 0.4038848876953125 MB, After: 0.4038848876953125 MB, Compression: 0.00%
IMG-20230401-WA0311.jpg, Time: 0.03s, Before: 0.3994255065917969 MB, After: 0.3994255065917969 MB, Compression: 0.00%
IMG-20230401-WA0312.jpg, Time: 0.04s, Before: 0.5639486312866211 MB, After: 0.5314226150512695 MB, Compression: 5.77%
IMG-20230401-WA0313.jpg, Time: 0.34s, Before: 0.5220823287963867 MB, After: 0.5210943222045898 MB, Compression: 0.19%
IMG-20230401-WA0314.jpg, Time: 0.03s, Before: 0.545166015625 MB, After: 0.545166015625 MB, Compression: 0.00%
IMG-20230401-WA0315.jpg, Time: 0.02s, Before: 0.2933511734008789 MB, After: 0.2933511734008789 MB, Compression: 0.00%
IMG-20230401-WA0316.jpg, Time: 0.02s, Before: 0.31522274017333984 MB, After: 0.31522274017333984 MB, Compression: 0.00%
IMG-20230401-WA0317.jpg, Time: 0.02s, Before: 0.2506370544433594 MB, After: 0.2506370544433594 MB, Compression: 0.00%
IMG-20230401-WA0318.jpg, Time: 0.02s, Before: 0.26752281188964844 MB, After: 0.26752281188964844 MB, Compression: 0.00%
IMG-20230401-WA0319.jpg, Time: 0.02s, Before: 0.2726716995239258 MB, After: 0.2726716995239258 MB, Compression: 0.00%
IMG-20230401-WA0320.jpg, Time: 0.02s, Before: 0.3528289794921875 MB, After: 0.3528289794921875 MB, Compression: 0.00%
IMG-20230401-WA0321.jpg, Time: 0.02s, Before: 0.2545804977416992 MB, After: 0.2545804977416992 MB, Compression: 0.00%
IMG-20230401-WA0322.jpg, Time: 0.02s, Before: 0.3300189971923828 MB, After: 0.3300189971923828 MB, Compression: 0.00%
IMG-20230401-WA0323.jpg, Time: 0.02s, Before: 0.2563657760620117 MB, After: 0.2563657760620117 MB, Compression: 0.00%
IMG-20230401-WA0324.jpg, Time: 0.02s, Before: 0.27746105194091797 MB, After: 0.27746105194091797 MB, Compression: 0.00%
IMG-20230401-WA0325.jpg, Time: 0.03s, Before: 0.5511388778686523 MB, After: 0.5243330001831055 MB, Compression: 4.86%
IMG-20230401-WA0326.jpg, Time: 0.02s, Before: 0.2674741744995117 MB, After: 0.2674741744995117 MB, Compression: 0.00%
IMG-20230401-WA0327.jpg, Time: 0.02s, Before: 0.2785301208496094 MB, After: 0.2785301208496094 MB, Compression: 0.00%
IMG-20230401-WA0328.jpg, Time: 0.02s, Before: 0.26544189453125 MB, After: 0.26544189453125 MB, Compression: 0.00%
IMG-20230401-WA0329.jpg, Time: 0.03s, Before: 0.44875049591064453 MB, After: 0.44875049591064453 MB, Compression: 0.00%
IMG-20230401-WA0330.jpg, Time: 0.02s, Before: 0.2729043960571289 MB, After: 0.2729043960571289 MB, Compression: 0.00%
IMG-20230401-WA0331.jpg, Time: 0.03s, Before: 0.4563636779785156 MB, After: 0.4563636779785156 MB, Compression: 0.00%
IMG-20230401-WA0332.jpg, Time: 0.03s, Before: 0.3634672164916992 MB, After: 0.3634672164916992 MB, Compression: 0.00%
IMG-20230401-WA0333.jpg, Time: 0.02s, Before: 0.2610797882080078 MB, After: 0.2610797882080078 MB, Compression: 0.00%
IMG-20230401-WA0334.jpg, Time: 0.03s, Before: 0.36211299896240234 MB, After: 0.36211299896240234 MB, Compression: 0.00%
IMG-20230401-WA0335.jpg, Time: 0.03s, Before: 0.35642242431640625 MB, After: 0.35642242431640625 MB, Compression: 0.00%
IMG-20230401-WA0336.jpg, Time: 0.02s, Before: 0.27150440216064453 MB, After: 0.27150440216064453 MB, Compression: 0.00%
IMG-20230401-WA0337.jpg, Time: 0.05s, Before: 0.5507364273071289 MB, After: 0.5246334075927734 MB, Compression: 4.74%
IMG-20230401-WA0339.jpg, Time: 0.05s, Before: 0.5493783950805664 MB, After: 0.5238618850708008 MB, Compression: 4.64%
IMG-20230403-WA0007.jpg, Time: 0.03s, Before: 0.2591838836669922 MB, After: 0.2485361099243164 MB, Compression: 4.11%
IMG-20230403-WA0008.jpg, Time: 0.03s, Before: 0.29953956604003906 MB, After: 0.2771167755126953 MB, Compression: 7.49%
IMG-20230403-WA0009.jpg, Time: 0.04s, Before: 0.3056821823120117 MB, After: 0.27920055389404297 MB, Compression: 8.66%
IMG-20230403-WA0010.jpg, Time: 0.02s, Before: 0.2798013687133789 MB, After: 0.27064990997314453 MB, Compression: 3.27%
IMG-20230403-WA0011.jpg, Time: 0.02s, Before: 0.16703128814697266 MB, After: 0.1650829315185547 MB, Compression: 1.17%
IMG-20230403-WA0013.jpg, Time: 0.02s, Before: 0.2042837142944336 MB, After: 0.2027597427368164 MB, Compression: 0.75%
IMG-20230403-WA0015.jpg, Time: 0.02s, Before: 0.20448589324951172 MB, After: 0.20310592651367188 MB, Compression: 0.67%
IMG-20230403-WA0019.jpg, Time: 0.02s, Before: 0.28980064392089844 MB, After: 0.26709747314453125 MB, Compression: 7.83%
IMG-20230403-WA0020.jpg, Time: 0.04s, Before: 0.3541584014892578 MB, After: 0.32821083068847656 MB, Compression: 7.33%
IMG-20230403-WA0021.jpg, Time: 0.19s, Before: 0.2681541442871094 MB, After: 0.25389862060546875 MB, Compression: 5.32%
IMG-20230403-WA0022.jpg, Time: 0.02s, Before: 0.2552032470703125 MB, After: 0.24321746826171875 MB, Compression: 4.70%
IMG-20230403-WA0023.jpg, Time: 0.02s, Before: 0.27773380279541016 MB, After: 0.26253223419189453 MB, Compression: 5.47%
IMG-20230403-WA0024.jpg, Time: 0.02s, Before: 0.22967910766601562 MB, After: 0.21844100952148438 MB, Compression: 4.89%
IMG-20230403-WA0025.jpg, Time: 0.02s, Before: 0.1949615478515625 MB, After: 0.1949615478515625 MB, Compression: 0.00%
IMG-20230403-WA0026.jpg, Time: 0.02s, Before: 0.19580936431884766 MB, After: 0.1957855224609375 MB, Compression: 0.01%
IMG-20230403-WA0027.jpg, Time: 0.04s, Before: 0.26714611053466797 MB, After: 0.25746822357177734 MB, Compression: 3.62%
IMG-20230403-WA0028.jpg, Time: 0.04s, Before: 0.2700529098510742 MB, After: 0.25968360900878906 MB, Compression: 3.84%
IMG-20230403-WA0029.jpg, Time: 0.02s, Before: 0.144134521484375 MB, After: 0.14275646209716797 MB, Compression: 0.96%
IMG-20230403-WA0030.jpg, Time: 0.02s, Before: 0.12179183959960938 MB, After: 0.12179183959960938 MB, Compression: 0.00%
IMG-20230403-WA0031.jpg, Time: 0.02s, Before: 0.14719676971435547 MB, After: 0.14338207244873047 MB, Compression: 2.59%
IMG-20230403-WA0032.jpg, Time: 0.02s, Before: 0.11511993408203125 MB, After: 0.11198139190673828 MB, Compression: 2.73%
IMG-20230403-WA0034.jpg, Time: 0.02s, Before: 0.19586181640625 MB, After: 0.19586181640625 MB, Compression: 0.00%
IMG-20230403-WA0035.jpg, Time: 0.02s, Before: 0.21235370635986328 MB, After: 0.20585155487060547 MB, Compression: 3.06%
IMG-20230403-WA0051.jpg, Time: 0.02s, Before: 0.214324951171875 MB, After: 0.20331382751464844 MB, Compression: 5.14%
IMG-20230403-WA0052.jpg, Time: 0.02s, Before: 0.25051307678222656 MB, After: 0.24569129943847656 MB, Compression: 1.92%
IMG-20230403-WA0058.jpg, Time: 0.02s, Before: 0.193603515625 MB, After: 0.19318675994873047 MB, Compression: 0.22%
IMG-20230403-WA0059.jpg, Time: 0.02s, Before: 0.2263927459716797 MB, After: 0.21584510803222656 MB, Compression: 4.66%
IMG-20230403-WA0069.jpg, Time: 0.02s, Before: 0.05747509002685547 MB, After: 0.05747509002685547 MB, Compression: 0.00%
IMG-20230403-WA0070.jpg, Time: 0.02s, Before: 0.06820011138916016 MB, After: 0.06820011138916016 MB, Compression: 0.00%
IMG-20230403-WA0071.jpg, Time: 0.02s, Before: 0.09956550598144531 MB, After: 0.09813499450683594 MB, Compression: 1.44%
IMG-20230403-WA0072.jpg, Time: 0.02s, Before: 0.11217784881591797 MB, After: 0.11217784881591797 MB, Compression: 0.00%
IMG-20230403-WA0073.jpg, Time: 0.02s, Before: 0.10272598266601562 MB, After: 0.1021270751953125 MB, Compression: 0.58%
IMG-20230403-WA0074.jpg, Time: 0.02s, Before: 0.13611602783203125 MB, After: 0.132354736328125 MB, Compression: 2.76%
IMG-20230403-WA0075.jpg, Time: 0.02s, Before: 0.1634998321533203 MB, After: 0.1623239517211914 MB, Compression: 0.72%
IMG-20230403-WA0076.jpg, Time: 0.02s, Before: 0.264007568359375 MB, After: 0.25269126892089844 MB, Compression: 4.29%
IMG-20230403-WA0079.jpg, Time: 0.02s, Before: 0.22373485565185547 MB, After: 0.21108722686767578 MB, Compression: 5.65%
IMG-20230403-WA0084.jpg, Time: 0.04s, Before: 0.3282346725463867 MB, After: 0.3041515350341797 MB, Compression: 7.34%
IMG-20230403-WA0085.jpg, Time: 0.02s, Before: 0.20389080047607422 MB, After: 0.19441795349121094 MB, Compression: 4.65%
IMG-20230403-WA0086.jpg, Time: 0.03s, Before: 0.21575641632080078 MB, After: 0.1988086700439453 MB, Compression: 7.86%
IMG-20230403-WA0095.jpg, Time: 0.03s, Before: 0.19834423065185547 MB, After: 0.1912393569946289 MB, Compression: 3.58%
IMG-20230403-WA0096.jpg, Time: 0.02s, Before: 0.23139667510986328 MB, After: 0.21936321258544922 MB, Compression: 5.20%
IMG-20230403-WA0097.jpg, Time: 0.01s, Before: 0.2295236587524414 MB, After: 0.22153759002685547 MB, Compression: 3.48%
IMG-20230403-WA0098.jpg, Time: 0.03s, Before: 0.21971607208251953 MB, After: 0.21935749053955078 MB, Compression: 0.16%
IMG-20230403-WA0099.jpg, Time: 0.03s, Before: 0.3780059814453125 MB, After: 0.33925437927246094 MB, Compression: 10.25%
IMG-20230403-WA0100.jpg, Time: 0.03s, Before: 0.39165496826171875 MB, After: 0.3573274612426758 MB, Compression: 8.76%
IMG-20230403-WA0101.jpg, Time: 0.02s, Before: 0.200897216796875 MB, After: 0.1938180923461914 MB, Compression: 3.52%
IMG-20230403-WA0108.jpg, Time: 0.03s, Before: 0.20412540435791016 MB, After: 0.19756603240966797 MB, Compression: 3.21%
IMG-20230403-WA0109.jpg, Time: 0.02s, Before: 0.2087535858154297 MB, After: 0.20261478424072266 MB, Compression: 2.94%
IMG-20230403-WA0110.jpg, Time: 0.03s, Before: 0.22982501983642578 MB, After: 0.2205362319946289 MB, Compression: 4.04%
IMG-20230403-WA0111.jpg, Time: 0.02s, Before: 0.2481374740600586 MB, After: 0.24468421936035156 MB, Compression: 1.39%
IMG-20230403-WA0112.jpg, Time: 0.04s, Before: 0.2791118621826172 MB, After: 0.2699880599975586 MB, Compression: 3.27%
IMG-20230403-WA0113.jpg, Time: 0.02s, Before: 0.3047914505004883 MB, After: 0.28739070892333984 MB, Compression: 5.71%
IMG-20230403-WA0117.jpg, Time: 0.03s, Before: 0.3541107177734375 MB, After: 0.32435035705566406 MB, Compression: 8.40%
IMG-20230403-WA0118.jpg, Time: 0.03s, Before: 0.19962310791015625 MB, After: 0.1898355484008789 MB, Compression: 4.90%
IMG-20230403-WA0119.jpg, Time: 0.03s, Before: 0.21205520629882812 MB, After: 0.20236682891845703 MB, Compression: 4.57%
IMG-20230403-WA0120.jpg, Time: 0.03s, Before: 0.31369686126708984 MB, After: 0.31369686126708984 MB, Compression: 0.00%
IMG-20230403-WA0121.jpg, Time: 0.01s, Before: 0.4040393829345703 MB, After: 0.3841733932495117 MB, Compression: 4.92%
IMG-20230403-WA0122.jpg, Time: 0.04s, Before: 0.28174781799316406 MB, After: 0.28174781799316406 MB, Compression: 0.00%
IMG-20230403-WA0123.jpg, Time: 0.02s, Before: 0.4621000289916992 MB, After: 0.42446231842041016 MB, Compression: 8.14%
IMG-20230403-WA0124.jpg, Time: 0.03s, Before: 0.43482303619384766 MB, After: 0.39830589294433594 MB, Compression: 8.40%
IMG-20230403-WA0125.jpg, Time: 0.11s, Before: 0.34446239471435547 MB, After: 0.34446239471435547 MB, Compression: 0.00%
IMG-20230403-WA0126.jpg, Time: 0.03s, Before: 0.39496517181396484 MB, After: 0.38901805877685547 MB, Compression: 1.51%
IMG-20230403-WA0127.jpg, Time: 0.05s, Before: 0.4245147705078125 MB, After: 0.39138126373291016 MB, Compression: 7.81%
IMG-20230403-WA0128.jpg, Time: 0.02s, Before: 0.3133401870727539 MB, After: 0.3133401870727539 MB, Compression: 0.00%
IMG-20230403-WA0129.jpg, Time: 0.03s, Before: 0.38435840606689453 MB, After: 0.38301563262939453 MB, Compression: 0.35%
IMG-20230403-WA0130.jpg, Time: 0.01s, Before: 0.4091787338256836 MB, After: 0.3874025344848633 MB, Compression: 5.32%
IMG-20230403-WA0131.jpg, Time: 0.02s, Before: 0.21323490142822266 MB, After: 0.2041788101196289 MB, Compression: 4.25%
IMG-20230403-WA0132.jpg, Time: 0.03s, Before: 0.3170433044433594 MB, After: 0.28795623779296875 MB, Compression: 9.17%
IMG-20230403-WA0133.jpg, Time: 0.03s, Before: 0.19367504119873047 MB, After: 0.17873668670654297 MB, Compression: 7.71%
IMG-20230403-WA0134.jpg, Time: 0.02s, Before: 0.1966562271118164 MB, After: 0.19071674346923828 MB, Compression: 3.02%
IMG-20230403-WA0135.jpg, Time: 0.02s, Before: 0.20763587951660156 MB, After: 0.20421218872070312 MB, Compression: 1.65%
IMG-20230403-WA0155.jpg, Time: 0.02s, Before: 0.20968914031982422 MB, After: 0.20580005645751953 MB, Compression: 1.85%
IMG-20230403-WA0156.jpg, Time: 0.02s, Before: 0.2738618850708008 MB, After: 0.2569437026977539 MB, Compression: 6.18%
IMG-20230403-WA0158.jpg, Time: 0.02s, Before: 0.19472217559814453 MB, After: 0.19472217559814453 MB, Compression: 0.00%
IMG-20230403-WA0160.jpg, Time: 0.05s, Before: 0.29868030548095703 MB, After: 0.2874126434326172 MB, Compression: 3.77%
IMG-20230403-WA0161.jpg, Time: 0.02s, Before: 0.19412994384765625 MB, After: 0.19412994384765625 MB, Compression: 0.00%
IMG-20230403-WA0162.jpg, Time: 0.02s, Before: 0.25890254974365234 MB, After: 0.24523258209228516 MB, Compression: 5.28%
IMG-20230403-WA0165.jpg, Time: 0.02s, Before: 0.2202901840209961 MB, After: 0.2111063003540039 MB, Compression: 4.17%
IMG-20230403-WA0166.jpg, Time: 0.02s, Before: 0.20300579071044922 MB, After: 0.19550323486328125 MB, Compression: 3.70%
IMG-20230403-WA0167.jpg, Time: 0.02s, Before: 0.21985435485839844 MB, After: 0.20212364196777344 MB, Compression: 8.06%
IMG-20230403-WA0170.jpg, Time: 0.01s, Before: 0.2001638412475586 MB, After: 0.19709014892578125 MB, Compression: 1.54%
IMG-20230403-WA0171.jpg, Time: 0.03s, Before: 0.3871603012084961 MB, After: 0.34812068939208984 MB, Compression: 10.08%
IMG-20230403-WA0172.jpg, Time: 0.03s, Before: 0.39697837829589844 MB, After: 0.3556327819824219 MB, Compression: 10.42%
IMG-20230403-WA0173.jpg, Time: 0.02s, Before: 0.3233633041381836 MB, After: 0.2974700927734375 MB, Compression: 8.01%
IMG-20230403-WA0174.jpg, Time: 0.04s, Before: 0.3941965103149414 MB, After: 0.3534975051879883 MB, Compression: 10.32%
IMG-20230403-WA0175.jpg, Time: 0.03s, Before: 0.37139225006103516 MB, After: 0.33782386779785156 MB, Compression: 9.04%
IMG-20230403-WA0176.jpg, Time: 0.02s, Before: 0.3720674514770508 MB, After: 0.33830928802490234 MB, Compression: 9.07%
IMG-20230403-WA0177.jpg, Time: 0.03s, Before: 0.23621749877929688 MB, After: 0.2281637191772461 MB, Compression: 3.41%
IMG-20230403-WA0178.jpg, Time: 0.02s, Before: 0.2013559341430664 MB, After: 0.2013559341430664 MB, Compression: 0.00%
IMG-20230403-WA0179.jpg, Time: 0.03s, Before: 0.23464202880859375 MB, After: 0.2223339080810547 MB, Compression: 5.25%
IMG-20230403-WA0180.jpg, Time: 0.02s, Before: 0.20088481903076172 MB, After: 0.19916152954101562 MB, Compression: 0.86%
IMG-20230403-WA0182.jpg, Time: 0.03s, Before: 0.19731616973876953 MB, After: 0.18975067138671875 MB, Compression: 3.83%
IMG-20230403-WA0183.jpg, Time: 0.02s, Before: 0.20447349548339844 MB, After: 0.19543170928955078 MB, Compression: 4.42%
IMG-20230403-WA0185.jpg, Time: 0.02s, Before: 0.20242881774902344 MB, After: 0.1884603500366211 MB, Compression: 6.90%
IMG-20230403-WA0189.jpg, Time: 0.03s, Before: 0.19765949249267578 MB, After: 0.18764114379882812 MB, Compression: 5.07%
IMG-20230403-WA0190.jpg, Time: 0.02s, Before: 0.2120227813720703 MB, After: 0.1992816925048828 MB, Compression: 6.01%
IMG-20230403-WA0197.jpg, Time: 0.02s, Before: 0.2348613739013672 MB, After: 0.21947765350341797 MB, Compression: 6.55%
IMG-20230403-WA0202.jpg, Time: 0.02s, Before: 0.21960067749023438 MB, After: 0.21506118774414062 MB, Compression: 2.07%
IMG-20230403-WA0208.jpg, Time: 0.02s, Before: 0.35298633575439453 MB, After: 0.3221101760864258 MB, Compression: 8.75%
IMG-20230403-WA0210.jpg, Time: 0.02s, Before: 0.3312864303588867 MB, After: 0.3008995056152344 MB, Compression: 9.17%
IMG-20230403-WA0211.jpg, Time: 0.02s, Before: 0.2126760482788086 MB, After: 0.20714282989501953 MB, Compression: 2.60%
