IMG-20240323-WA0007.jpg, Time: 0.10s, Before: 0.29253292083740234 MB, After: 0.2914447784423828 MB, Compression: 0.37%
IMG-20240323-WA0009.jpg, Time: 0.11s, Before: 0.25442028045654297 MB, After: 0.25130367279052734 MB, Compression: 1.22%
IMG-20240323-WA0011.jpg, Time: 0.92s, Before: 0.3898887634277344 MB, After: 0.3898887634277344 MB, Compression: 0.00%
IMG-20240323-WA0012.jpg, Time: 0.02s, Before: 0.1157388687133789 MB, After: 0.1157388687133789 MB, Compression: 0.00%
IMG-20240323-WA0013.jpg, Time: 0.01s, Before: 0.070068359375 MB, After: 0.05573081970214844 MB, Compression: 20.46%
IMG-20240324-WA0007.jpg, Time: 0.14s, Before: 0.2454214096069336 MB, After: 0.24088382720947266 MB, Compression: 1.85%
IMG-20240324-WA0008.jpg, Time: 0.15s, Before: 0.3105154037475586 MB, After: 0.3100423812866211 MB, Compression: 0.15%
IMG-20240324-WA0012.jpg, Time: 0.14s, Before: 0.3579549789428711 MB, After: 0.3579549789428711 MB, Compression: 0.00%
IMG-20240324-WA0013.jpg, Time: 0.10s, Before: 0.2923164367675781 MB, After: 0.2911386489868164 MB, Compression: 0.40%
IMG-20240324-WA0014.jpg, Time: 0.10s, Before: 0.43438243865966797 MB, After: 0.43438243865966797 MB, Compression: 0.00%
IMG-20240324-WA0015.jpg, Time: 0.09s, Before: 0.5182981491088867 MB, After: 0.5182981491088867 MB, Compression: 0.00%
IMG-20240324-WA0016.jpg, Time: 0.11s, Before: 0.5474729537963867 MB, After: 0.5474729537963867 MB, Compression: 0.00%
IMG-20240326-WA0010.jpg, Time: 0.08s, Before: 0.5286750793457031 MB, After: 0.5286750793457031 MB, Compression: 0.00%
IMG-20240326-WA0012.jpg, Time: 0.07s, Before: 0.47524166107177734 MB, After: 0.47524166107177734 MB, Compression: 0.00%
IMG-20240329-WA0000.jpg, Time: 0.02s, Before: 0.21060752868652344 MB, After: 0.20465755462646484 MB, Compression: 2.83%
IMG-20240329-WA0002.jpg, Time: 0.02s, Before: 0.2459545135498047 MB, After: 0.2302379608154297 MB, Compression: 6.39%
IMG-20240329-WA0004.jpg, Time: 0.06s, Before: 0.17266559600830078 MB, After: 0.17266559600830078 MB, Compression: 0.00%
IMG-20240329-WA0007.jpg, Time: 0.08s, Before: 0.5451908111572266 MB, After: 0.5451908111572266 MB, Compression: 0.00%
IMG-20240329-WA0012.jpg, Time: 0.08s, Before: 0.4611034393310547 MB, After: 0.4611034393310547 MB, Compression: 0.00%
IMG-20240329-WA0014.jpg, Time: 0.07s, Before: 0.47963523864746094 MB, After: 0.47963523864746094 MB, Compression: 0.00%
IMG-20240329-WA0017.jpg, Time: 0.07s, Before: 0.5934667587280273 MB, After: 0.5934667587280273 MB, Compression: 0.00%
IMG-20240329-WA0018.jpg, Time: 0.07s, Before: 0.5119152069091797 MB, After: 0.5119152069091797 MB, Compression: 0.00%
IMG-20240329-WA0020.jpg, Time: 0.08s, Before: 0.6948451995849609 MB, After: 0.6948451995849609 MB, Compression: 0.00%
IMG-20240329-WA0021.jpg, Time: 0.07s, Before: 0.5551824569702148 MB, After: 0.5551824569702148 MB, Compression: 0.00%
IMG-20240329-WA0022.jpg, Time: 0.08s, Before: 0.6933174133300781 MB, After: 0.6933174133300781 MB, Compression: 0.00%
IMG-20240329-WA0023.jpg, Time: 0.08s, Before: 0.8528423309326172 MB, After: 0.8528423309326172 MB, Compression: 0.00%
IMG-20240329-WA0024.jpg, Time: 0.08s, Before: 0.8769607543945312 MB, After: 0.8769607543945312 MB, Compression: 0.00%
IMG-20240329-WA0031.jpg, Time: 0.01s, Before: 0.09335899353027344 MB, After: 0.09097671508789062 MB, Compression: 2.55%
IMG-20240329-WA0034.jpg, Time: 0.02s, Before: 0.10483646392822266 MB, After: 0.10281085968017578 MB, Compression: 1.93%
IMG-20240329-WA0038.jpg, Time: 0.02s, Before: 0.1037588119506836 MB, After: 0.10147666931152344 MB, Compression: 2.20%
IMG-20240403-WA0002.jpg, Time: 0.02s, Before: 0.23899173736572266 MB, After: 0.21588897705078125 MB, Compression: 9.67%
IMG-20240408-WA0007.jpg, Time: 0.01s, Before: 0.11183738708496094 MB, After: 0.11183738708496094 MB, Compression: 0.00%
IMG-20240411-WA0003.jpg, Time: 0.02s, Before: 0.06055259704589844 MB, After: 0.059058189392089844 MB, Compression: 2.47%
IMG-20240411-WA0004.jpg, Time: 0.02s, Before: 0.06342411041259766 MB, After: 0.06204986572265625 MB, Compression: 2.17%
IMG-20240411-WA0007.jpg, Time: 0.01s, Before: 0.059060096740722656 MB, After: 0.05577659606933594 MB, Compression: 5.56%
IMG-20240411-WA0008.jpg, Time: 0.01s, Before: 0.0706033706665039 MB, After: 0.06995487213134766 MB, Compression: 0.92%
IMG-20240411-WA0009.jpg, Time: 0.02s, Before: 0.10022163391113281 MB, After: 0.10022163391113281 MB, Compression: 0.00%
IMG-20240411-WA0010.jpg, Time: 0.02s, Before: 0.09516143798828125 MB, After: 0.09516143798828125 MB, Compression: 0.00%
IMG-20240411-WA0012.jpg, Time: 0.02s, Before: 0.06740474700927734 MB, After: 0.06637287139892578 MB, Compression: 1.53%
IMG-20240411-WA0014.jpg, Time: 0.02s, Before: 0.06930828094482422 MB, After: 0.06795883178710938 MB, Compression: 1.95%
IMG-20240411-WA0015.jpg, Time: 0.02s, Before: 0.07822799682617188 MB, After: 0.07783222198486328 MB, Compression: 0.51%
IMG-20240411-WA0016.jpg, Time: 0.02s, Before: 0.0754709243774414 MB, After: 0.0754709243774414 MB, Compression: 0.00%
IMG-20240411-WA0020.jpg, Time: 0.02s, Before: 0.07040119171142578 MB, After: 0.070343017578125 MB, Compression: 0.08%
IMG-20240414-WA0004.jpg, Time: 0.01s, Before: 0.07217025756835938 MB, After: 0.07163047790527344 MB, Compression: 0.75%
IMG-20240415-WA0001.jpg, Time: 0.11s, Before: 0.8827552795410156 MB, After: 0.8827552795410156 MB, Compression: 0.00%
IMG-20240415-WA0014.jpg, Time: 0.11s, Before: 0.5485677719116211 MB, After: 0.5485677719116211 MB, Compression: 0.00%
IMG-20240415-WA0016.jpg, Time: 0.14s, Before: 0.5345554351806641 MB, After: 0.5345554351806641 MB, Compression: 0.00%
IMG-20240415-WA0017.jpg, Time: 0.10s, Before: 0.5380373001098633 MB, After: 0.5380373001098633 MB, Compression: 0.00%
IMG-20240415-WA0018.jpg, Time: 0.10s, Before: 1.0153436660766602 MB, After: 1.0153436660766602 MB, Compression: 0.00%
IMG-20240415-WA0019.jpg, Time: 0.10s, Before: 0.5307435989379883 MB, After: 0.5307435989379883 MB, Compression: 0.00%
IMG-20240415-WA0021.jpg, Time: 0.10s, Before: 0.5810117721557617 MB, After: 0.5810117721557617 MB, Compression: 0.00%
IMG-20240415-WA0022.jpg, Time: 0.10s, Before: 0.6135492324829102 MB, After: 0.6135492324829102 MB, Compression: 0.00%
IMG-20240415-WA0023.jpg, Time: 0.10s, Before: 0.6946687698364258 MB, After: 0.6946687698364258 MB, Compression: 0.00%
IMG-20240415-WA0024.jpg, Time: 0.10s, Before: 0.6498889923095703 MB, After: 0.6498889923095703 MB, Compression: 0.00%
IMG-20240415-WA0025.jpg, Time: 0.10s, Before: 0.8423213958740234 MB, After: 0.8423213958740234 MB, Compression: 0.00%
IMG-20240415-WA0026.jpg, Time: 0.10s, Before: 0.7365360260009766 MB, After: 0.7365360260009766 MB, Compression: 0.00%
IMG-20240415-WA0027.jpg, Time: 0.11s, Before: 0.9941654205322266 MB, After: 0.9941654205322266 MB, Compression: 0.00%
IMG-20240415-WA0028.jpg, Time: 0.10s, Before: 0.9458141326904297 MB, After: 0.9458141326904297 MB, Compression: 0.00%
IMG-20240415-WA0029.jpg, Time: 0.11s, Before: 1.1022672653198242 MB, After: 1.1022672653198242 MB, Compression: 0.00%
IMG-20240417-WA0003.jpg, Time: 0.01s, Before: 0.04759693145751953 MB, After: 0.047130584716796875 MB, Compression: 0.98%
IMG-20240417-WA0014.jpg, Time: 0.11s, Before: 0.6886425018310547 MB, After: 0.6886425018310547 MB, Compression: 0.00%
IMG-20240417-WA0015.jpg, Time: 0.11s, Before: 0.7971076965332031 MB, After: 0.7971076965332031 MB, Compression: 0.00%
IMG-20240417-WA0016.jpg, Time: 0.11s, Before: 0.7837181091308594 MB, After: 0.7837181091308594 MB, Compression: 0.00%
IMG-20240417-WA0019.jpg, Time: 0.10s, Before: 0.7276191711425781 MB, After: 0.7276191711425781 MB, Compression: 0.00%
IMG-20240417-WA0021.jpg, Time: 0.09s, Before: 0.7069873809814453 MB, After: 0.7069873809814453 MB, Compression: 0.00%
IMG-20240417-WA0023.jpg, Time: 0.11s, Before: 0.7417364120483398 MB, After: 0.7417364120483398 MB, Compression: 0.00%
IMG-20240417-WA0024.jpg, Time: 0.11s, Before: 0.7971200942993164 MB, After: 0.7971200942993164 MB, Compression: 0.00%
IMG-20240417-WA0029.jpg, Time: 0.10s, Before: 0.7251729965209961 MB, After: 0.7251729965209961 MB, Compression: 0.00%
IMG-20240417-WA0031.jpg, Time: 0.09s, Before: 0.755610466003418 MB, After: 0.755610466003418 MB, Compression: 0.00%
IMG-20240417-WA0032.jpg, Time: 0.10s, Before: 0.6451787948608398 MB, After: 0.6451787948608398 MB, Compression: 0.00%
IMG-20240417-WA0033.jpg, Time: 0.11s, Before: 0.7293910980224609 MB, After: 0.7293910980224609 MB, Compression: 0.00%
IMG-20240417-WA0034.jpg, Time: 0.10s, Before: 0.6788454055786133 MB, After: 0.6788454055786133 MB, Compression: 0.00%
IMG-20240417-WA0035.jpg, Time: 0.11s, Before: 0.6603212356567383 MB, After: 0.6603212356567383 MB, Compression: 0.00%
IMG-20240417-WA0037.jpg, Time: 0.10s, Before: 0.7748031616210938 MB, After: 0.7748031616210938 MB, Compression: 0.00%
IMG-20240417-WA0040.jpg, Time: 0.11s, Before: 0.7373065948486328 MB, After: 0.7373065948486328 MB, Compression: 0.00%
IMG-20240417-WA0049.jpg, Time: 0.09s, Before: 0.4739704132080078 MB, After: 0.4739704132080078 MB, Compression: 0.00%
IMG-20240417-WA0050.jpg, Time: 0.10s, Before: 0.5028152465820312 MB, After: 0.5028152465820312 MB, Compression: 0.00%
IMG-20240417-WA0054.jpg, Time: 0.10s, Before: 0.5045413970947266 MB, After: 0.5045413970947266 MB, Compression: 0.00%
IMG-20240417-WA0055.jpg, Time: 0.10s, Before: 0.4671459197998047 MB, After: 0.4671459197998047 MB, Compression: 0.00%
IMG-20240417-WA0057.jpg, Time: 0.09s, Before: 0.47052478790283203 MB, After: 0.47052478790283203 MB, Compression: 0.00%
IMG-20240417-WA0058.jpg, Time: 0.10s, Before: 0.5241947174072266 MB, After: 0.5241947174072266 MB, Compression: 0.00%
IMG-20240417-WA0060.jpg, Time: 0.10s, Before: 0.5016441345214844 MB, After: 0.5016441345214844 MB, Compression: 0.00%
IMG-20240417-WA0061.jpg, Time: 0.10s, Before: 0.4524507522583008 MB, After: 0.4524507522583008 MB, Compression: 0.00%
IMG-20240417-WA0062.jpg, Time: 0.10s, Before: 0.4793672561645508 MB, After: 0.4793672561645508 MB, Compression: 0.00%
IMG-20240422-WA0001.jpg, Time: 0.02s, Before: 0.3088521957397461 MB, After: 0.29189491271972656 MB, Compression: 5.49%
IMG-20240422-WA0004.jpg, Time: 0.02s, Before: 0.2693948745727539 MB, After: 0.2693948745727539 MB, Compression: 0.00%
IMG-20240422-WA0008.jpg, Time: 0.02s, Before: 0.2681732177734375 MB, After: 0.2593994140625 MB, Compression: 3.27%
IMG-20240428-WA0008.jpg, Time: 0.10s, Before: 0.43864917755126953 MB, After: 0.43864917755126953 MB, Compression: 0.00%
IMG-20240428-WA0010.jpg, Time: 0.10s, Before: 0.4167289733886719 MB, After: 0.41651248931884766 MB, Compression: 0.05%
IMG-20240428-WA0011.jpg, Time: 0.10s, Before: 0.4202747344970703 MB, After: 0.4202747344970703 MB, Compression: 0.00%
IMG-20240510-WA0012.jpg, Time: 0.10s, Before: 0.4569234848022461 MB, After: 0.4569234848022461 MB, Compression: 0.00%
IMG-20240510-WA0022.jpg, Time: 0.10s, Before: 0.34868335723876953 MB, After: 0.34479808807373047 MB, Compression: 1.11%
IMG-20240510-WA0028.jpg, Time: 0.10s, Before: 0.35816383361816406 MB, After: 0.35533618927001953 MB, Compression: 0.79%
IMG-20240510-WA0029.jpg, Time: 0.10s, Before: 0.5157871246337891 MB, After: 0.5157871246337891 MB, Compression: 0.00%
IMG-20240510-WA0032.jpg, Time: 0.10s, Before: 0.4228057861328125 MB, After: 0.4228057861328125 MB, Compression: 0.00%
IMG-20240510-WA0035.jpg, Time: 0.10s, Before: 0.4768409729003906 MB, After: 0.4768409729003906 MB, Compression: 0.00%
IMG-20240510-WA0036.jpg, Time: 0.11s, Before: 0.49164772033691406 MB, After: 0.49164772033691406 MB, Compression: 0.00%
IMG-20240510-WA0039.jpg, Time: 0.11s, Before: 0.35476207733154297 MB, After: 0.3528556823730469 MB, Compression: 0.54%
IMG-20240510-WA0040.jpg, Time: 0.12s, Before: 0.506129264831543 MB, After: 0.506129264831543 MB, Compression: 0.00%
IMG-20240510-WA0042.jpg, Time: 0.11s, Before: 0.4887514114379883 MB, After: 0.4887514114379883 MB, Compression: 0.00%
IMG-20240510-WA0043.jpg, Time: 0.12s, Before: 0.39629650115966797 MB, After: 0.39629650115966797 MB, Compression: 0.00%
IMG-20240510-WA0045.jpg, Time: 0.12s, Before: 0.4526519775390625 MB, After: 0.4526519775390625 MB, Compression: 0.00%
IMG-20240510-WA0046.jpg, Time: 0.12s, Before: 0.5433883666992188 MB, After: 0.5433883666992188 MB, Compression: 0.00%
IMG-20240510-WA0048.jpg, Time: 0.10s, Before: 0.6029062271118164 MB, After: 0.6029062271118164 MB, Compression: 0.00%
IMG-20240510-WA0051.jpg, Time: 0.52s, Before: 0.5505857467651367 MB, After: 0.5505857467651367 MB, Compression: 0.00%
IMG-20240510-WA0052.jpg, Time: 0.10s, Before: 0.49571704864501953 MB, After: 0.49571704864501953 MB, Compression: 0.00%
IMG-20240510-WA0053.jpg, Time: 0.11s, Before: 0.4899406433105469 MB, After: 0.4899406433105469 MB, Compression: 0.00%
IMG-20240510-WA0054.jpg, Time: 0.10s, Before: 0.5773887634277344 MB, After: 0.5773887634277344 MB, Compression: 0.00%
IMG-20240510-WA0055.jpg, Time: 0.11s, Before: 0.49630069732666016 MB, After: 0.49630069732666016 MB, Compression: 0.00%
IMG-20240510-WA0057.jpg, Time: 0.10s, Before: 0.4813966751098633 MB, After: 0.4813966751098633 MB, Compression: 0.00%
IMG-20240510-WA0059.jpg, Time: 0.11s, Before: 0.5455818176269531 MB, After: 0.5455818176269531 MB, Compression: 0.00%
IMG-20240510-WA0060.jpg, Time: 0.12s, Before: 0.6410799026489258 MB, After: 0.6410799026489258 MB, Compression: 0.00%
IMG-20240510-WA0061.jpg, Time: 0.11s, Before: 0.5549802780151367 MB, After: 0.5549802780151367 MB, Compression: 0.00%
IMG-20240510-WA0062.jpg, Time: 0.11s, Before: 0.5870323181152344 MB, After: 0.5870323181152344 MB, Compression: 0.00%
IMG-20240510-WA0063.jpg, Time: 0.11s, Before: 0.4645214080810547 MB, After: 0.4645214080810547 MB, Compression: 0.00%
IMG-20240510-WA0064.jpg, Time: 0.11s, Before: 0.7160320281982422 MB, After: 0.7160320281982422 MB, Compression: 0.00%
IMG-20240510-WA0065.jpg, Time: 0.11s, Before: 0.774317741394043 MB, After: 0.774317741394043 MB, Compression: 0.00%
IMG-20240510-WA0066.jpg, Time: 0.10s, Before: 0.6131753921508789 MB, After: 0.6131753921508789 MB, Compression: 0.00%
IMG-20240510-WA0069.jpg, Time: 0.11s, Before: 0.7647647857666016 MB, After: 0.7647647857666016 MB, Compression: 0.00%
IMG-20240510-WA0070.jpg, Time: 0.10s, Before: 0.4697751998901367 MB, After: 0.46952342987060547 MB, Compression: 0.05%
IMG-20240510-WA0071.jpg, Time: 0.10s, Before: 0.37865734100341797 MB, After: 0.3770866394042969 MB, Compression: 0.41%
IMG-20240510-WA0072.jpg, Time: 0.12s, Before: 0.7507038116455078 MB, After: 0.7507038116455078 MB, Compression: 0.00%
IMG-20240510-WA0074.jpg, Time: 0.11s, Before: 0.7543601989746094 MB, After: 0.7543601989746094 MB, Compression: 0.00%
IMG-20240510-WA0075.jpg, Time: 0.11s, Before: 0.7744922637939453 MB, After: 0.7744922637939453 MB, Compression: 0.00%
IMG-20240510-WA0078.jpg, Time: 0.11s, Before: 0.7738246917724609 MB, After: 0.7738246917724609 MB, Compression: 0.00%
IMG-20240510-WA0080.jpg, Time: 0.11s, Before: 0.5130195617675781 MB, After: 0.5130195617675781 MB, Compression: 0.00%
IMG-20240510-WA0081.jpg, Time: 0.12s, Before: 0.7187318801879883 MB, After: 0.7187318801879883 MB, Compression: 0.00%
IMG-20240510-WA0083.jpg, Time: 0.11s, Before: 0.7484731674194336 MB, After: 0.7484731674194336 MB, Compression: 0.00%
IMG-20240510-WA0084.jpg, Time: 0.10s, Before: 0.6728429794311523 MB, After: 0.6728429794311523 MB, Compression: 0.00%
IMG-20240510-WA0085.jpg, Time: 0.10s, Before: 0.6916494369506836 MB, After: 0.6916494369506836 MB, Compression: 0.00%
IMG-20240517-WA0010.jpg, Time: 0.10s, Before: 0.3628263473510742 MB, After: 0.3628263473510742 MB, Compression: 0.00%
IMG-20240517-WA0013.jpg, Time: 0.10s, Before: 0.4163551330566406 MB, After: 0.4163551330566406 MB, Compression: 0.00%
IMG-20240517-WA0014.jpg, Time: 0.10s, Before: 0.39444732666015625 MB, After: 0.39444732666015625 MB, Compression: 0.00%
IMG-20240521-WA0007.jpg, Time: 0.07s, Before: 0.40090179443359375 MB, After: 0.40090179443359375 MB, Compression: 0.00%
IMG-20240521-WA0009.jpg, Time: 0.11s, Before: 0.6149177551269531 MB, After: 0.6149177551269531 MB, Compression: 0.00%
IMG-20240521-WA0011.jpg, Time: 0.11s, Before: 0.5670709609985352 MB, After: 0.5670709609985352 MB, Compression: 0.00%
IMG-20240521-WA0013.jpg, Time: 0.10s, Before: 0.3310375213623047 MB, After: 0.3310375213623047 MB, Compression: 0.00%
IMG-20240521-WA0015.jpg, Time: 0.11s, Before: 0.682673454284668 MB, After: 0.6823711395263672 MB, Compression: 0.04%
IMG-20240525-WA0003.jpg, Time: 0.10s, Before: 0.3724489212036133 MB, After: 0.3724489212036133 MB, Compression: 0.00%
IMG-20240525-WA0006.jpg, Time: 0.10s, Before: 0.39655399322509766 MB, After: 0.39655399322509766 MB, Compression: 0.00%
IMG-20240525-WA0008.jpg, Time: 0.13s, Before: 0.3575773239135742 MB, After: 0.3575773239135742 MB, Compression: 0.00%
IMG-20240525-WA0010.jpg, Time: 0.09s, Before: 0.35809326171875 MB, After: 0.35809326171875 MB, Compression: 0.00%
IMG-20240525-WA0013.jpg, Time: 0.11s, Before: 0.6418085098266602 MB, After: 0.6418085098266602 MB, Compression: 0.00%
IMG-20240525-WA0015.jpg, Time: 0.10s, Before: 0.4671592712402344 MB, After: 0.4671592712402344 MB, Compression: 0.00%
IMG-20240525-WA0017.jpg, Time: 0.14s, Before: 0.41889286041259766 MB, After: 0.41889286041259766 MB, Compression: 0.00%
IMG-20240525-WA0020.jpg, Time: 0.09s, Before: 0.3086862564086914 MB, After: 0.30553245544433594 MB, Compression: 1.02%
IMG-20240609-WA0001.jpg, Time: 0.10s, Before: 0.5057086944580078 MB, After: 0.5057086944580078 MB, Compression: 0.00%
IMG-20240609-WA0004.jpg, Time: 0.09s, Before: 0.4151611328125 MB, After: 0.4151611328125 MB, Compression: 0.00%
IMG-20240609-WA0005.jpg, Time: 0.10s, Before: 0.4510221481323242 MB, After: 0.44829845428466797 MB, Compression: 0.60%
IMG-20240609-WA0008.jpg, Time: 0.10s, Before: 0.6631650924682617 MB, After: 0.6631650924682617 MB, Compression: 0.00%
IMG-20240609-WA0009.jpg, Time: 0.10s, Before: 1.0777168273925781 MB, After: 1.0777168273925781 MB, Compression: 0.00%
IMG-20240609-WA0012.jpg, Time: 0.11s, Before: 0.9602317810058594 MB, After: 0.9602317810058594 MB, Compression: 0.00%
IMG-20240609-WA0015.jpg, Time: 0.11s, Before: 0.8636474609375 MB, After: 0.8636474609375 MB, Compression: 0.00%
IMG-20240609-WA0017.jpg, Time: 0.10s, Before: 0.8818426132202148 MB, After: 0.8818426132202148 MB, Compression: 0.00%
IMG-20240609-WA0019.jpg, Time: 0.11s, Before: 1.003676414489746 MB, After: 1.003676414489746 MB, Compression: 0.00%
IMG-20240609-WA0021.jpg, Time: 0.12s, Before: 0.9846935272216797 MB, After: 0.9846935272216797 MB, Compression: 0.00%
IMG-20240609-WA0023.jpg, Time: 0.11s, Before: 0.9374532699584961 MB, After: 0.9374532699584961 MB, Compression: 0.00%
IMG-20240609-WA0026.jpg, Time: 0.11s, Before: 0.8310642242431641 MB, After: 0.8310642242431641 MB, Compression: 0.00%
IMG-20240609-WA0027.jpg, Time: 0.10s, Before: 0.8624744415283203 MB, After: 0.8624744415283203 MB, Compression: 0.00%
IMG-20240609-WA0030.jpg, Time: 0.10s, Before: 0.7899589538574219 MB, After: 0.7899589538574219 MB, Compression: 0.00%
IMG-20240609-WA0031.jpg, Time: 0.10s, Before: 0.7735910415649414 MB, After: 0.7735910415649414 MB, Compression: 0.00%
IMG-20240609-WA0034.jpg, Time: 0.10s, Before: 0.5669307708740234 MB, After: 0.5669307708740234 MB, Compression: 0.00%
IMG-20240609-WA0035.jpg, Time: 0.10s, Before: 0.5804262161254883 MB, After: 0.5804262161254883 MB, Compression: 0.00%
IMG-20240609-WA0037.jpg, Time: 0.11s, Before: 0.9788341522216797 MB, After: 0.9788341522216797 MB, Compression: 0.00%
IMG-20240609-WA0039.jpg, Time: 0.01s, Before: 0.1272125244140625 MB, After: 0.12644290924072266 MB, Compression: 0.60%
IMG-20240610-WA0003.jpg, Time: 0.02s, Before: 0.19695091247558594 MB, After: 0.19527816772460938 MB, Compression: 0.85%
IMG-20240610-WA0005.jpg, Time: 0.02s, Before: 0.19920921325683594 MB, After: 0.1973857879638672 MB, Compression: 0.92%
IMG-20240610-WA0008.jpg, Time: 0.02s, Before: 0.21838760375976562 MB, After: 0.21183109283447266 MB, Compression: 3.00%
IMG-20240610-WA0020.jpg, Time: 0.02s, Before: 0.1966867446899414 MB, After: 0.1966867446899414 MB, Compression: 0.00%
IMG-20240610-WA0021.jpg, Time: 0.02s, Before: 0.2220020294189453 MB, After: 0.21757030487060547 MB, Compression: 2.00%
IMG-20240612-WA0000.jpg, Time: 0.01s, Before: 0.041980743408203125 MB, After: 0.039669036865234375 MB, Compression: 5.51%
IMG-20240614-WA0001.jpg, Time: 0.01s, Before: 0.09223175048828125 MB, After: 0.08701705932617188 MB, Compression: 5.65%
IMG-20240617-WA0003.jpg, Time: 0.08s, Before: 0.29281044006347656 MB, After: 0.28415870666503906 MB, Compression: 2.95%
IMG-20240617-WA0006.jpg, Time: 0.09s, Before: 0.4255208969116211 MB, After: 0.4255208969116211 MB, Compression: 0.00%
IMG-20240617-WA0007.jpg, Time: 0.10s, Before: 0.49514007568359375 MB, After: 0.493072509765625 MB, Compression: 0.42%
IMG-20240617-WA0010.jpg, Time: 0.09s, Before: 0.49049949645996094 MB, After: 0.49049949645996094 MB, Compression: 0.00%
IMG-20240617-WA0011.jpg, Time: 0.09s, Before: 0.5364570617675781 MB, After: 0.5364570617675781 MB, Compression: 0.00%
IMG-20240617-WA0014.jpg, Time: 0.09s, Before: 0.38935279846191406 MB, After: 0.38935279846191406 MB, Compression: 0.00%
IMG-20240617-WA0015.jpg, Time: 0.10s, Before: 0.4148063659667969 MB, After: 0.4148063659667969 MB, Compression: 0.00%
IMG-20240617-WA0019.jpg, Time: 0.09s, Before: 0.32244300842285156 MB, After: 0.3122129440307617 MB, Compression: 3.17%
IMG-20240617-WA0020.jpg, Time: 0.09s, Before: 0.4226531982421875 MB, After: 0.4226531982421875 MB, Compression: 0.00%
IMG-20240617-WA0023.jpg, Time: 0.08s, Before: 0.32419776916503906 MB, After: 0.3148622512817383 MB, Compression: 2.88%
IMG-20240617-WA0025.jpg, Time: 0.09s, Before: 0.5001258850097656 MB, After: 0.5001258850097656 MB, Compression: 0.00%
IMG-20240617-WA0027.jpg, Time: 0.09s, Before: 0.34941673278808594 MB, After: 0.3398761749267578 MB, Compression: 2.73%
IMG-20240617-WA0028.jpg, Time: 0.09s, Before: 0.37154197692871094 MB, After: 0.37154197692871094 MB, Compression: 0.00%
IMG-20240619-WA0001.jpg, Time: 0.02s, Before: 0.2742471694946289 MB, After: 0.2524833679199219 MB, Compression: 7.94%
IMG-20240619-WA0002.jpg, Time: 0.01s, Before: 0.26967334747314453 MB, After: 0.24660587310791016 MB, Compression: 8.55%
IMG-20240619-WA0003.jpg, Time: 0.01s, Before: 0.27790069580078125 MB, After: 0.25385570526123047 MB, Compression: 8.65%
IMG-20240622-WA0006.jpg, Time: 0.03s, Before: 0.23441028594970703 MB, After: 0.23218822479248047 MB, Compression: 0.95%
IMG-20240623-WA0000.jpg, Time: 0.02s, Before: 0.23653316497802734 MB, After: 0.2172536849975586 MB, Compression: 8.15%
IMG-20240625-WA0001.jpg, Time: 0.01s, Before: 0.2542572021484375 MB, After: 0.19055652618408203 MB, Compression: 25.05%
IMG-20240625-WA0005.jpg, Time: 0.02s, Before: 0.07014846801757812 MB, After: 0.07014846801757812 MB, Compression: 0.00%
IMG-20240625-WA0006.jpg, Time: 0.01s, Before: 0.19363975524902344 MB, After: 0.1913909912109375 MB, Compression: 1.16%
IMG-20240701-WA0001.jpg, Time: 0.10s, Before: 0.8464250564575195 MB, After: 0.8464250564575195 MB, Compression: 0.00%
IMG-20240701-WA0002.jpg, Time: 0.02s, Before: 0.20615100860595703 MB, After: 0.20615100860595703 MB, Compression: 0.00%
IMG-20240704-WA0007.jpg, Time: 0.11s, Before: 0.6288843154907227 MB, After: 0.6288843154907227 MB, Compression: 0.00%
IMG-20240704-WA0009.jpg, Time: 0.10s, Before: 0.644378662109375 MB, After: 0.644378662109375 MB, Compression: 0.00%
IMG-20240704-WA0012.jpg, Time: 0.09s, Before: 0.5795755386352539 MB, After: 0.5795755386352539 MB, Compression: 0.00%
IMG-20240704-WA0014.jpg, Time: 0.11s, Before: 0.7135295867919922 MB, After: 0.7135295867919922 MB, Compression: 0.00%
IMG-20240704-WA0016.jpg, Time: 0.09s, Before: 0.5701169967651367 MB, After: 0.5701169967651367 MB, Compression: 0.00%
IMG-20240704-WA0018.jpg, Time: 0.11s, Before: 0.5397510528564453 MB, After: 0.5397510528564453 MB, Compression: 0.00%
IMG-20240710-WA0005.jpg, Time: 0.01s, Before: 0.19571495056152344 MB, After: 0.19571495056152344 MB, Compression: 0.00%
IMG-20240710-WA0007.jpg, Time: 0.01s, Before: 0.19557666778564453 MB, After: 0.19557666778564453 MB, Compression: 0.00%
IMG-20240710-WA0010.jpg, Time: 0.02s, Before: 0.2591419219970703 MB, After: 0.24670886993408203 MB, Compression: 4.80%
IMG-20240710-WA0012.jpg, Time: 0.01s, Before: 0.19982051849365234 MB, After: 0.1901845932006836 MB, Compression: 4.82%
IMG-20240710-WA0015.jpg, Time: 0.03s, Before: 0.2502574920654297 MB, After: 0.2362051010131836 MB, Compression: 5.62%
IMG-20240710-WA0016.jpg, Time: 0.02s, Before: 0.24888229370117188 MB, After: 0.2345590591430664 MB, Compression: 5.76%
IMG-20240711-WA0003.jpg, Time: 0.01s, Before: 0.2198486328125 MB, After: 0.21495532989501953 MB, Compression: 2.23%
IMG-20240711-WA0006.jpg, Time: 0.02s, Before: 0.22965431213378906 MB, After: 0.2103595733642578 MB, Compression: 8.40%
